id,problem,topic,difficulty,company,status,tags,url,description,notes,bookmark,solution_approach,time_complexity,space_complexity,pattern,interview_frequency,attempts,last_attempted,confidence_level
66,Reverse elements in an array (String),String,Hard,"Google, Facebook, Apple",unsolved,,https://leetcode.com/problems/reverse-string/,"Given a sequence of elements, reverse them in-place or return a new reversed sequence. Consider edge cases like empty input and single elements. This variant emphasizes the String data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,Two Pointers,O(n),O(1),Two Pointers,Medium,0,,
67,Detect cycle in a graph (String),String,Easy,"Amazon, Google, Microsoft",unsolved,,https://leetcode.com/problems/course-schedule/,"Given a directed or undirected graph, determine whether it contains a cycle. Use DFS with visited/recursion-stack tracking or Union-Find (Disjoint Set Union). This variant emphasizes the String data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,DFS / Union-Find,O(V+E),O(V),Graph Traversal,High,0,,
68,Detect cycle in a graph (String),String,Medium,"Amazon, Google, Microsoft",unsolved,,https://leetcode.com/problems/course-schedule/,"Given a directed or undirected graph, determine whether it contains a cycle. Use DFS with visited/recursion-stack tracking or Union-Find (Disjoint Set Union). This variant emphasizes the String data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,DFS / Union-Find,O(V+E),O(V),Graph Traversal,High,0,,
69,Detect cycle in a graph (String),String,Hard,"Amazon, Google, Microsoft",unsolved,,https://leetcode.com/problems/course-schedule/,"Given a directed or undirected graph, determine whether it contains a cycle. Use DFS with visited/recursion-stack tracking or Union-Find (Disjoint Set Union). This variant emphasizes the String data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,DFS / Union-Find,O(V+E),O(V),Graph Traversal,High,0,,
70,Find longest substring without repeating characters (String),String,Easy,"Amazon, Google, Facebook",unsolved,,https://leetcode.com/problems/longest-substring-without-repeating-characters/,"Given a string, find the length of the longest substring that contains no repeating characters. Use a sliding window approach with a hash set. This variant emphasizes the String data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,Sliding Window,O(n),"O(min(n,charset))",Sliding Window,High,0,,
71,Find longest substring without repeating characters (String),String,Medium,"Amazon, Google, Facebook",unsolved,,https://leetcode.com/problems/longest-substring-without-repeating-characters/,"Given a string, find the length of the longest substring that contains no repeating characters. Use a sliding window approach with a hash set. This variant emphasizes the String data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,Sliding Window,O(n),"O(min(n,charset))",Sliding Window,High,0,,
72,Find longest substring without repeating characters (String),String,Hard,"Amazon, Google, Facebook",unsolved,,https://leetcode.com/problems/longest-substring-without-repeating-characters/,"Given a string, find the length of the longest substring that contains no repeating characters. Use a sliding window approach with a hash set. This variant emphasizes the String data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,Sliding Window,O(n),"O(min(n,charset))",Sliding Window,High,0,,
73,Implement a stack using queues (String),String,Easy,"Microsoft, Bloomberg",unsolved,,https://leetcode.com/problems/implement-stack-using-queues/,"Implement a last-in-first-out (LIFO) stack using only two queues. Support push, pop, top, and empty operations efficiently. This variant emphasizes the String data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,Queue Simulation,O(1) amortized,O(n),Stack / Queue,Medium,0,,
74,Implement a stack using queues (String),String,Medium,"Microsoft, Bloomberg",unsolved,,https://leetcode.com/problems/implement-stack-using-queues/,"Implement a last-in-first-out (LIFO) stack using only two queues. Support push, pop, top, and empty operations efficiently. This variant emphasizes the String data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,Queue Simulation,O(1) amortized,O(n),Stack / Queue,Medium,0,,
75,Implement a stack using queues (String),String,Hard,"Microsoft, Bloomberg",unsolved,,https://leetcode.com/problems/implement-stack-using-queues/,"Implement a last-in-first-out (LIFO) stack using only two queues. Support push, pop, top, and empty operations efficiently. This variant emphasizes the String data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,Queue Simulation,O(1) amortized,O(n),Stack / Queue,Medium,0,,
76,Find shortest path between nodes (String),String,Easy,"Google, Uber, Lyft",unsolved,,https://leetcode.com/problems/network-delay-time/,"Given a weighted graph, find the shortest path between a source and destination node. Apply Dijkstra's algorithm or BFS for unweighted graphs. This variant emphasizes the String data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,Dijkstra / BFS,O((V+E) log V),O(V+E),Shortest Path,High,0,,
77,Find shortest path between nodes (String),String,Medium,"Google, Uber, Lyft",unsolved,,https://leetcode.com/problems/network-delay-time/,"Given a weighted graph, find the shortest path between a source and destination node. Apply Dijkstra's algorithm or BFS for unweighted graphs. This variant emphasizes the String data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,Dijkstra / BFS,O((V+E) log V),O(V+E),Shortest Path,High,0,,
78,Find shortest path between nodes (String),String,Hard,"Google, Uber, Lyft",unsolved,,https://leetcode.com/problems/network-delay-time/,"Given a weighted graph, find the shortest path between a source and destination node. Apply Dijkstra's algorithm or BFS for unweighted graphs. This variant emphasizes the String data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,Dijkstra / BFS,O((V+E) log V),O(V+E),Shortest Path,High,0,,
79,Check if a binary tree is balanced (String),String,Easy,"Amazon, Apple, Adobe",unsolved,,https://leetcode.com/problems/balanced-binary-tree/,"Given a binary tree, determine if it is height-balanced, meaning the depth of the two subtrees of every node never differs by more than one. This variant emphasizes the String data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,DFS (Post-order),O(n),O(h),Tree DFS,Medium,0,,
80,Check if a binary tree is balanced (String),String,Medium,"Amazon, Apple, Adobe",unsolved,,https://leetcode.com/problems/balanced-binary-tree/,"Given a binary tree, determine if it is height-balanced, meaning the depth of the two subtrees of every node never differs by more than one. This variant emphasizes the String data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,DFS (Post-order),O(n),O(h),Tree DFS,Medium,0,,
81,Check if a binary tree is balanced (String),String,Hard,"Amazon, Apple, Adobe",unsolved,,https://leetcode.com/problems/balanced-binary-tree/,"Given a binary tree, determine if it is height-balanced, meaning the depth of the two subtrees of every node never differs by more than one. This variant emphasizes the String data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,DFS (Post-order),O(n),O(h),Tree DFS,Medium,0,,
82,Find duplicate elements (String),String,Easy,"Amazon, Google, Facebook",unsolved,,https://leetcode.com/problems/find-the-duplicate-number/,"Given an array containing n+1 integers where each integer is between 1 and n, find the duplicate number without modifying the array and using only constant extra space. This variant emphasizes the String data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,Floyd's Cycle Detection,O(n),O(1),Fast & Slow Pointers,High,0,,
83,Find duplicate elements (String),String,Medium,"Amazon, Google, Facebook",unsolved,,https://leetcode.com/problems/find-the-duplicate-number/,"Given an array containing n+1 integers where each integer is between 1 and n, find the duplicate number without modifying the array and using only constant extra space. This variant emphasizes the String data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,Floyd's Cycle Detection,O(n),O(1),Fast & Slow Pointers,High,0,,
